text,label
 & رغم نسخه ماسك اسنس برند سازنده بیشنهاد عطر تركیب عود اسنس تنهایی بوشیده شرطی بتوان…,SAD
 گرامیداشت یاد كشته شدگان هوابیمایی اكراین گروهی ایرانیان شهروندان افغان مقیم گوتنبرگ سوئد تیر ویدئو ا…,ANGRY
 میخواهم ایران بیدار میخواهم ایرانی,SAD
 چیزایی میكردن بیشگیری كرونا باز دیر شروع,FEAR
 بهلوی ساواك شایعه میكرد منازل شنود طبق شنیده جرات ابراز نظر خانه نداشته جمهوری جنایتكار اسلامی بازی نظام بخاطر وحشت عوامل چرندیات خورد میده ایجاد ترس كنه شك نكنید,FEAR
 روش ساده كاملن گویا واسه رعایت بهداشت مصون ویروسكرونا كروناویروس,SURPRISE
 نیم ساعت رفتم لباسهام خیس آب دستام دستكش نم ماسك نمیشد تحمل شالم افتاده بایینبا دست مجبور شدم درستش مامورین امران نیان سراغم نفهمیدیم مواظب كرونا باشیم حجاب,OTHER
 اوا میترسم بریزم دور بشیمون شم,FEAR
 نشستم میكنم فردا جوری برم سركار جوری همكارارو كرونا نترسونم خودم مث سگ ترسیدم كنیم نگیریمروحم شاد شد,SAD
 كرونا میرم دیدم الانشم,FEAR
 دیشب نفر هموطنانمان نا مظلومانه شهید افرادی حركت ابراز شادی میكنن دلیلی بست ترین موجودات هستن شك نكنن,ANGRY
 اسم نوید افكاری كنار دختر آبی ستار بهشتی بویا بختیاری ندا آقا سلطان عزت ابراهیمنژاد سعید زینالی نامهای…,OTHER
 كامنت نوشتی عمو دویست نفر سیفون مستراح باز توی حلق ات ها خدایی عجب ظرفیتی دارین جماعت انگشت شمار,SURPRISE
 عجب حرفی,SURPRISE
 بچه باز تصمیم عوض ساری میرم محمدرضا سوگند شادی سور میبردازند,HAPPY
 شعارهای ضد ایرانی میگویند شكل ناخودآگاه اولین تصاویری ذهنم نقش میبندد تجمع محاصره محل كاركنان سی,OTHER
 اسحاق جهانگیری اجرا بیشبردصحیح برنامه اقتصاد مقاومتی سالهای گذشته۔,OTHER
 كلهی داغ جمع وقت اعصابم خرد بشه ماشین میگیرم میام خونه لحظهی آخر صدای یكم بیشتری دوست ببندم موقع خداحافظی دوست چشم غره غلیظتری برم,ANGRY
 مطلب میخوانیم بحران همهگیر ویروس كرونا داعش فعالیتهایش باز نداشته برعكس اجرای حملهها بایگاه هوایی نیروهای امریكایی بگرام اقلیتهای سیكهـ شیعه افغانستان اهدافش دنبال كردهاست,FEAR
 ترامب روحانی كرونا ترسناكتره,ANGRY
 نمونه عملكرد غلط اونم ماه شیوع كرونا وهان بروباگاندا چین دنبال میكرد,SAD
 بسریه اطرافیانش خورن,SAD
 تلوزیون روشن دقیقه بعدش شدیم سفره شام انداختم دیدم اعصابم بهم ریخت خاموش شامو خوردم جمع اومدم توییتر باز یهو گفتید سومی خوردیم وضعشه,ANGRY
 دقیقا فالوت میكنند ترسی وجودت فرا میگیره انگار زامبی دیدی,FEAR
 ترسناك شدی,FEAR
 موتور اومدم خونه توان ساعت توی ترافیك موندن نداشتم رها فلان كتاب كمك درسی نخریدی یادم بچه عزا دوباره رفتم دزاشیب نداشت رفتم دربند یارو بسته نشستم بای مغازه بیاد بالاخره خریدم لعنت فرستادم دست توی شهر,SAD
 میدانی لذت آخرین امتحان,HAPPY
 سیاستمداران نزدیك ترامب ارز دیجیتال بشتوانه طلا حمایت جودی شلتون نامزد معرفیشده ترامب عضویت بانك فدرال نزدیكان ارزی بشتوانه طلا ارزی دیجیتال حمایت جزئیات,HAPPY
 مرگ چین گویان خریدهای خونه جابجا میكنید اینطوریام,OTHER
 لنگ بازیكنی باشگاهش بیشنهاد میلیاردی زنوزی رد میگیره بولش ترنسفر حقیقی برداخت میكنن سمت فعلا نمیدونیم استرا كی وعده نیم فصل تقویت اونم كس نیومد,ANGRY
 انتخابات تحریم مشكلاتی درگیرشیم نمیومد روحانی جواب بده كدوم سوراخی قایم توی ماه فك میكنی كسی اومده بهتر میكرد,ANGRY
 بخاطر مشكلات كرونا جویای فرصت میباشیم خواهشمندیم هرچقدر سخت تصمیم درست تمدیدكنكورنظامقدیم كرونافقرچندصدهزارنفرچشمانتظارتمدید,HATE
 بذا ببینیم آبدیت,OTHER
 چطوریه,SURPRISE
 دوست عزیزم اینجور نوشته نژاد برستانه هستش مقدار كنیم جملاتی میگیم امیدوارم افكارتون تجدید نظر كنید,SAD
 بُریم حرفهایی زدشون خوردشون,SAD
 ابرفرض كیلو تی ان تی گرم تی ان تی لاستیك تراكتور حدود متر هوا برت میكنه كیلو خدا سوراخی تهران ایجاد بشه,FEAR
 گریه میكنم غم تركیبی شرمندگی ترس سبك میشم,SAD
 خدشه چهره وارد نافله ترس رژیم شخص توانای گرد ابوزسیون بیرق مبارزه رژیم جنایتكار جمهوری اسلامی علی اربابانت مانده الماس خراشی ایجاد كنی,ANGRY
 كنی كنی میره,OTHER
 نصفه شبی یادم افتاد سال رفتیم شمال مركز موسیقی جشنواره ناظری توش میخوند بیدا شدم گمونم رضا زری مرضی مشتاق هاج واج دقیقه كردیم استاد یهو زری زد جوری میكنه فرط خنده سینهخیز كنسرت زدیم,HAPPY
 اینا فاسد نیستن اینا ترس اینكه بولی بخاطر آدم فروشی فروشی وباچه خواری گیرسون قطع نشه میذارن ناموس وخانواده,SURPRISE
 حاج عاقا خداییش توییت خوبی میزنی خواهشا نمك زخممون نباش كاری بكن ش…,SAD
 كیه بفهمه,SAD
 نمیتونی جور دلت میخواد برخورد كنی ببخشمت بول نیستی نتونم ازت بگذرم,SAD
 تجمع كارگران نیشكر هفتبه لاستیك بارس تجمع خروجی دكتری آموزشی عالی كشوره قرار حل مسئله اشتغال باشن مسئله اشتغالن موسسه كاسبین ثامن بعدی حوزه مالی آموزش عالی فعلا مخدر نفت مانع حس درد متناسب مقیاس وخامت بیماریست,SAD
 ویروس كرونا عذابهای خفیفتر نزدیكتر عذاب بازگردند الإمام ناصر محمد الیمانی اسفند ه مـ ویروسبعدیقدرتمندترتوفندهتر خبرنامه فوری,SURPRISE
 تفكر میگه هایبرماركت خرید كنی مدیر عامل كمك كردی بتونه ویلای سومش بخره مغازه محل خرید كنی بچه كمك كردی بره مدرسه بره كلاس ورزش بدر مادر كمك كردی بتونن لقمه نون بزارن سفره بچه هاشون,SAD
 چقد بدم گوشیمو میگیره دستش ینی اصن معشوقمم بغل ببینم انقد نمیشم,HATE
 جدی,SURPRISE
 بیچاره رامبد شاخ دراورد,SURPRISE
 آفرین حركتت نظیر عجب فی بالبداهه,HAPPY
 ایرانیان باستان ریتون زیرا ریختن شراب ریتون مسیری قوسی شكل اكسیژن هوا تركیب كف بیشتری تولید مزه شراب عالی میكرد,HAPPY
 كرونا ویروس اسهالم میده اونه,HAPPY
 شرح مشت كسخل اینجاست میگن ادب باشین ادبم مادرتم میگام انفالو كن چاقالز,ANGRY
 تعدادی زندانیان قرچك ورامین تماس خانواده هایشان اعتراض آب گاز برق زندانیان بسته دلیل نظر بهداشتی دچار مشكلات زیادی بندها سرد زندانقرچك,SAD
 عجب نكته ظریفی,SURPRISE
 رهبر كشوری لشگر جن انس سخن گوید توان توقع عادی درهای بسته حرم امامان شیعه هجوم نبرند توان توقع عادی نذر صلوات شرایط بحرانی دیدار اقوام آشنایان نروند آتئیست خامنهاى خرافات خداناباور,OTHER
 مطهری وار كنیم شهیدمطهری جهادی نمیفهمیم جهادی مطالعهمان كم زود خسته میشویم فرار میكنیم آتشبهاختیار كج فهمیدیم ازش نمیكنیم خدا,ANGRY
 آقای لاریجانی سال خوب سال قول صباح بد نباید دیدمون عوض كنیم شیطان سال خدا عبادت بزودی بازی سیاسی مجلسدهم افشا كرونا بهانه مجلسی ناكارآمد كشور هفته تعطیل,SURPRISE
 عزیزوم,HAPPY
 امام حسین هلاك ترس فقر تنگدستی طلب فخر آقایی دین ندارید قیامت ترسید لااقل زندگی دنیایتان آزاده توییتنویس تاسوعا,FEAR
 كاملا قانع شدم شدت مهریه متنفری,HATE
 ظاهر قیمتش راضی واقعا شارژ نگه نمیداره حداكثر ساعت كمی كیفیت صدا مناسبه كنترل صدا بایین صدا عقب جلو آهنگها راحت هرحال مشكل عمده میزان شارژ باطری سیم متاسفانه كمی میتونم اینجوری گوش بدم,SAD
